1.000000000000000021e-03 9.999999944317340406e-01 1.000000000000000000e+00 2.550795316696166992e+00 9.344674174797454214e+00 3.983334027606554972e+00 4.263475146647670577e+00 -7.726051232367412425e-01 5.512711507647389375e+00 4.019789901676246724e-01 1.671006993860163936e+00 -3.120822790182397277e+00 6.009739311848270482e+00 6.965129619063910038e-01 1.106318315896850812e+00 -3.881027381233486118e+00 2.408039230326425972e+00 -2.656440347127738466e+00 -1.306929536733354213e+00 -6.047824855392651244e+00 6.665636342053730345e+00 1.351919353899763365e+00 1.724335866804705963e+00 -3.259554487469421336e+00 2.982159363278632735e+00 -2.079982090647663373e+00 -6.959488037028335183e-01 -5.436766954036878374e+00 3.921569947577014492e+00 -1.343200548415323992e+00 -8.166095385063496526e-01 -5.752615322474520454e+00 4.711945634462582633e-01 -4.543873323923136809e+00 -3.054829619451104872e+00 -7.745575375231301685e+00 3.200000000000000000e+01 4.022766737924374052e-03 1.394546410692129416e-02 3.257763221992899388e-02 1.683970011359898610e-03 3.590763435609747173e-02 1.949316461752088891e-02 1.785976219329778528e-02 1.827818461986039852e-02 2.980077676978615253e-02 1.472315429344407331e-02 3.246062889754750685e-02 5.548498703479189630e-03 2.710953138178919669e-02 8.007272923197498657e-03 2.630866298654018290e-02 2.643390460232300163e-02 6.872119019750160158e-03 1.737524031146775449e-02 3.919565401200779398e-02 1.820956290980679099e-02 1.560650014166444985e-02 5.569448958072143602e-03 5.111994133964449689e-03 1.419549084192655262e-02 2.082041454298204711e-02 5.011244812950189573e-04 3.830674221094682724e-02 1.401748369400893611e-02 4.243945205129863452e-02 3.843560576085434943e-02 7.107511687494895598e-03 3.039629093589740760e-02
6.250000000000000000e+00 9.999995322514501073e-01 1.000000000000000000e+00 1.989407539367675781e+00 9.344674212265331903e+00 3.983334072587978447e+00 4.263496155825613698e+00 -7.730811127462567933e-01 5.512713885177806361e+00 4.019732593594950165e-01 1.671424306402390814e+00 -3.120851773600200829e+00 6.009718629082060559e+00 6.964952617162656345e-01 1.106332821088963581e+00 -3.881615063109226771e+00 2.407994008102654071e+00 -2.656472472029748122e+00 -1.306348997192460004e+00 -6.047835634310787079e+00 6.665633638111582826e+00 1.351918399594087106e+00 1.724349085655993097e+00 -3.260163032397624061e+00 2.982205775389735525e+00 -2.079975039552707017e+00 -6.953784854782985025e-01 -5.436780420182029339e+00 3.921624095917511266e+00 -1.343167846370110663e+00 -8.165809322575089402e-01 -5.753305799514775387e+00 4.712326814155640142e-01 -4.543859195913815263e+00 -3.054129062824760599e+00 -7.745575420212723827e+00 3.200000000000000000e+01 1.788856232539312585e-04 3.044729920397241246e-02 2.981690333289767000e-02 2.819471276550924999e-02 3.763529153226147922e-02 4.373400861505620692e-03 3.606923610526070745e-02 2.725417707006811113e-03 2.040310642925292905e-02 2.262162279078342234e-02 2.756901383939042854e-03 1.681059038633692798e-02 3.681593967283147695e-02 7.173568163352492949e-03 3.770811513702847836e-03 3.436557788711228079e-02 1.112752657119176099e-02 1.611960349607209284e-02 1.865196898898337013e-03 5.733498523066984758e-03 3.843875865967966848e-02 3.601195205293382384e-02 4.739439592303306033e-03 3.608813078421317655e-02 1.939588668620775488e-02 1.242549435653884059e-02 8.308974708957157090e-03 1.670720439857732720e-02 8.233999476087481379e-04 3.958243804896832002e-02 3.774386992917216216e-02 2.904789070458988973e-02
5.875000000000000000e+00 9.999991310414794166e-01 7.000000000000000000e+00 1.228035855293273926e+01 9.344674214708419413e+00 3.983334075707821054e+00 4.263474879734155287e+00 -7.726787442041556098e-01 5.512711515304988374e+00 4.020309973099004952e-01 1.671059388420354619e+00 -3.120805607690246841e+00 6.009739355582097708e+00 6.965141294415468920e-01 1.106324832950075443e+00 -3.881125527330261171e+00 2.408069078391808837e+00 -2.656376570582219099e+00 -1.306836002991049739e+00 -6.047809676961123593e+00 6.665636557575822962e+00 1.351918347225778083e+00 1.724323112029406024e+00 -3.259667371887268406e+00 2.982139243358482794e+00 -2.079961009812494765e+00 -6.958453662989271260e-01 -5.436746314746589981e+00 3.921535515557637908e+00 -1.343227557951251594e+00 -8.166406561627778116e-01 -5.752771653480290404e+00 4.711647101341810417e-01 -4.543859019009922839e+00 -3.054723450991320366e+00 -7.745575423332566878e+00 3.200000000000000000e+01 3.177604634597728205e-03 3.940697008679086913e-03 2.560620067556177663e-03 2.855920711031561393e-02 1.582910708943498918e-02 3.183068496999753860e-02 2.430714289396048930e-02 1.683684163505496517e-02 4.901170241778470991e-04 1.392548863419333129e-02 3.804420756710043955e-02 3.669577885959531688e-02 2.680781005984230955e-02 2.748285692161075641e-02 8.228568877374650703e-03 3.099375860977081690e-02 2.179350867112376730e-02 3.126057350291670811e-02 2.069572527099034550e-03 2.267380261708357159e-02 1.798476519100648471e-02 3.192228016360131038e-02 2.194654432203472713e-02 1.048330129264874594e-02 1.007670014391842499e-02 7.251688398699268102e-03 9.118094185593440121e-03 1.721911209097990239e-02 3.346919417541904807e-02 4.251708760703069162e-02 2.924513975280232728e-02 2.647051889863253488e-03
5.125000000000000000e+00 9.999970126905615153e-01 7.000000000000000000e+00 1.185541582107543945e+01 9.344674190804235892e+00 3.983334046733134404e+00 4.263476093478448803e+00 -7.725453174877175977e-01 5.512711610258545392e+00 4.020360911476167365e-01 1.671088950604375567e+00 -3.120724638685563157e+00 6.009738373209840390e+00 6.965140661744380068e-01 1.106320733950983515e+00 -3.880996985043680514e+00 2.408175479285019183e+00 -2.656317539587275789e+00 -1.306900524408058706e+00 -6.047781465792070321e+00 6.665636231250228860e+00 1.351917504931648750e+00 1.724276137688705912e+00 -3.259569516452053062e+00 2.982033691155411503e+00 -2.080052144480774690e+00 -6.958570843375500026e-01 -5.436696665824110930e+00 3.921418563030356630e+00 -1.343305847150365162e+00 -8.166884406906897986e-01 -5.752663183134259839e+00 4.710917602636940926e-01 -4.543930410439547707e+00 -3.054838366095080193e+00 -7.745575394357878452e+00 3.200000000000000000e+01 9.715915480260378656e-03 -5.023010687953234805e-03 3.284803480436677275e-02 7.759570256030891289e-03 1.020323172628500447e-02 1.419847505310985192e-02 8.106090259111003310e-03 3.484851747520630733e-02 3.313510070146229169e-02 1.329892228662887810e-02 9.772214796802318124e-03 2.745356390358248341e-02 4.002837272522920438e-03 2.402361085210181352e-02 1.273417719530129874e-02 2.336793747047145181e-02 4.385259291723271613e-02 4.981778125746200853e-03 6.514560938778869714e-03 1.359012924889768832e-02 2.984535590942160102e-02 8.241863544746288323e-03 8.380828274202245867e-03 4.416640578669129430e-03 -4.065623621068710329e-03 3.353430381714375685e-02 4.198331143927161446e-02 2.409184614375901173e-02 2.471346646859947857e-02 1.184529437770548421e-02 8.756009607917340093e-03 2.361838898993827776e-02
1.000000000000000000e+01 9.999999989253210986e-01 1.000000000000000000e+00 1.898661613464355469e+00 9.344674214936109280e+00 3.983334075806332475e+00 4.263489696969871012e+00 -7.728859483778818262e-01 5.512713192436723197e+00 4.019422729301204700e-01 1.671245187766764007e+00 -3.120876204044900071e+00 6.009724767555047364e+00 6.965002552323368290e-01 1.106333226950023896e+00 -3.881361025401882436e+00 2.408019499176758060e+00 -2.656482650165829185e+00 -1.306565537857492965e+00 -6.047832920408121815e+00 6.665634651235421870e+00 1.351918490901297343e+00 1.724350262689787971e+00 -3.259901925431855307e+00 2.982229459572655283e+00 -2.079974687296992197e+00 -6.955976127680366661e-01 -5.436786077760368485e+00 3.921583193638976006e+00 -1.343198987810203304e+00 -8.165920154576450374e-01 -5.753005280556116041e+00 4.712296856625227126e-01 -4.543882064129891596e+00 -3.054403772562448882e+00 -7.745575423431078299e+00 3.200000000000000000e+01 1.124089025648733996e-02 2.588726910878533585e-02 3.417812893912812455e-02 2.083523630879970806e-02 1.464761074180943000e-02 3.060212799349313131e-02 8.303439683820308670e-03 2.336695068128597300e-02 6.853340022408105185e-03 3.375413033826128034e-02 1.560440013234577067e-02 1.605785666904096728e-02 3.747492086632171066e-02 1.269773638119262808e-03 2.265996602975777624e-02 1.142322394911506403e-02 2.382238022340065972e-02 4.569640991646015116e-03 2.063289428451953525e-02 1.648448381506338947e-02 2.159092843413413024e-02 2.400852810192217676e-02 2.016641581711034470e-02 6.675247922742417669e-03 3.422911315980608354e-02 3.474665763828150428e-02 1.818852389463211650e-02 5.438571578397292418e-03 6.647518190623079868e-04 3.761141155930868701e-02 2.158562002423023915e-02 2.374409609472245483e-02
8.500000000000000000e+00 9.999999877948035909e-01 1.000000000000000000e+00 1.953636169433593750e+00 9.344674210074094489e+00 3.983334069941524724e+00 4.263477158638440123e+00 -7.726613047013984881e-01 5.512711780860369615e+00 4.019862628892686418e-01 1.671171347434198706e+00 -3.120755544492990641e+00 6.009737055750201229e+00 6.965123645428609178e-01 1.106317510645300484e+00 -3.881148384283755970e+00 2.408050416095408597e+00 -2.656434301166247902e+00 -1.306752220105882101e+00 -6.047799267131950707e+00 6.665636312948037379e+00 1.351918600933469161e+00 1.724294258748923170e+00 -3.259684759390465647e+00 2.982085179188101787e+00 -2.080063501739283449e+00 -6.957470904503546549e-01 -5.436723679152828836e+00 3.921561264704701344e+00 -1.343212081793513590e+00 -8.166622514695112134e-01 -5.752816247806421757e+00 4.711391743196863824e-01 -4.543940531002342631e+00 -3.054630385461386322e+00 -7.745575417566272769e+00 3.200000000000000000e+01 3.775943621857634491e-02 1.795973499045654467e-02 2.199920563548922459e-02 2.839636483593917238e-02 3.686964135366267020e-02 2.726488181957733778e-02 6.085743428140860667e-03 3.227490965288257185e-02 1.259161855770681536e-02 7.826674945749565945e-03 3.287283677805430404e-02 2.205968978661962659e-03 1.826285625197408141e-02 1.365290373313231102e-02 9.860969971932113595e-03 8.275518207043523755e-03 2.677480272452816695e-02 2.160603634277006094e-02 2.958671238651104478e-03 1.829270437075650180e-02 1.903914074159976724e-02 1.981870585295818221e-02 1.156510650585154849e-02 1.899960839167647367e-02 1.076243929392214742e-02 3.052398099591510996e-02 2.717947321942868616e-02 1.953892878637811248e-02 1.529303372230060055e-02 1.621317104955699931e-02 2.479950628035030788e-02 3.079395584233548741e-02
8.875000000000000000e+00 9.999999936741613693e-01 1.000000000000000000e+00 1.911990642547607422e+00 9.344674215056674171e+00 3.983334075990182743e+00 4.263475605507164090e+00 -7.728686760046836746e-01 5.512711523184907314e+00 4.019349994216273037e-01 1.671243612862572281e+00 -3.120855679831107121e+00 6.009739334190611793e+00 6.965129147512247876e-01 1.106377519532282028e+00 -3.881299920301094275e+00 2.407952256620423448e+00 -2.656539170837621811e+00 -1.306581415896556519e+00 -6.047831998338961235e+00 6.665635845314385577e+00 1.351919468786311196e+00 1.724342561907940441e+00 -3.259887932647754560e+00 2.982201970688747039e+00 -2.080014818936119614e+00 -6.956393407433649756e-01 -5.436804511745000568e+00 3.921619271914395188e+00 -1.343177833256640641e+00 -8.165878048343384599e-01 -5.752990151931924423e+00 4.712629567122842977e-01 -4.543871665565914597e+00 -3.054411787955710000e+00 -7.745575423614927679e+00 3.200000000000000000e+01 3.370842190625270712e-02 1.331441642348922712e-02 3.412160520914264000e-02 2.802316396107938298e-02 1.911127450205889200e-02 1.552131815149172638e-02 3.235974890835544709e-02 3.269692314317002024e-02 2.154460222012142753e-02 1.916251158647671454e-02 7.020487826246920443e-03 3.074520893244741052e-02 3.934202076473226548e-03 1.165718531844276351e-03 8.335804314592716938e-03 1.339385766573665711e-02 2.844216939173799599e-02 6.798556806157122698e-03 2.260664443899811082e-02 2.997488154973559915e-02 3.188717629634236009e-03 1.050552018915423824e-02 3.438841704465887849e-04 2.608432509452790482e-02 2.136732373241596872e-02 2.351769002772649900e-02 2.757288326054371103e-02 2.927502771534717593e-02 4.874274975177503473e-03 2.461967838886030407e-02 2.287738309488366109e-02 3.211030489363270179e-02
6.625000000000000000e+00 9.999997462124262659e-01 1.000000000000000000e+00 1.952648401260375977e+00 9.344674214444001592e+00 3.983334075258820661e+00 4.263476704297481490e+00 -7.725844763520575142e-01 5.512711734826022614e+00 4.020103601882946132e-01 1.671027934114344804e+00 -3.120778458454366078e+00 6.009737488095089120e+00 6.965121560178991755e-01 1.106312185147963145e+00 -3.881042251730087767e+00 2.408082391278016487e+00 -2.656393288893788451e+00 -1.306907186535219978e+00 -6.047809131524197745e+00 6.665636380978474662e+00 1.351918576484662404e+00 1.724310999175521442e+00 -3.259577774498188862e+00 2.982110281621940917e+00 -2.080023313096693638e+00 -6.958970508562133395e-01 -5.436742480604054961e+00 3.921535492804250289e+00 -1.343223986272160664e+00 -8.166374988672140400e-01 -5.752654629812641751e+00 4.711598486316170842e-01 -4.543893225765131660e+00 -3.054810647218809905e+00 -7.745575422883565153e+00 3.200000000000000000e+01 3.436340457186252972e-02 5.142110859195025974e-03 1.902980921264675607e-02 1.197304899479520110e-02 2.079626532860490151e-02 4.776953775893592880e-02 6.514211016240689135e-03 9.544434625865919064e-03 1.201865538606343778e-02 2.729398132070617183e-02 7.517965743333895889e-03 2.079575933453594802e-02 1.557359215361056419e-02 2.858810946782880738e-02 2.068095315951365420e-02 2.655742642523990435e-02 2.292838217345815818e-02 1.149405943485034588e-02 3.059276557085380960e-02 4.511802648384701376e-04 2.422318821750756024e-02 1.086953681827783694e-02 1.370457464202389820e-02 4.085811606524064436e-03 1.663454640811552060e-02 3.070917257838924608e-02 1.548296630912351923e-02 2.029465131178362705e-02 1.734524534167477053e-02 3.214219642902432089e-02 3.225510380106371561e-02 3.094588445147048242e-02
9.625000000000000000e+00 9.999999965171610938e-01 1.000000000000000000e+00 1.941795110702514648e+00 9.344674199655505831e+00 3.983334057386790139e+00 4.263484379549871583e+00 -7.727417514429657519e-01 5.512712593438743980e+00 4.019915022179335051e-01 1.671094365117674840e+00 -3.120855053073636309e+00 6.009729932422582799e+00 6.965050193294604064e-01 1.106318558065778612e+00 -3.881192658336585666e+00 2.408059935297403253e+00 -2.656411947213724645e+00 -1.306777747407294354e+00 -6.047825119847013653e+00 6.665635402785860641e+00 1.351918455509074857e+00 1.724346166451898865e+00 -3.259717993735156139e+00 2.982190082850889823e+00 -2.079948981476194447e+00 -6.958008147835895718e-01 -5.436782641528390414e+00 3.921553567083682967e+00 -1.343212550202256272e+00 -8.166086144975960304e-01 -5.752805440870027986e+00 4.712054001537121506e-01 -4.543843773346769588e+00 -3.054653124544144838e+00 -7.745575405011536851e+00 3.200000000000000000e+01 1.790601203571372951e-02 1.822512869103053504e-02 3.302072482867451225e-02 1.178785245100093942e-02 1.553443657703129123e-02 7.683197771700673966e-03 5.236440552979094998e-03 2.075894011165340183e-02 2.804074173122229202e-02 2.640676317093079359e-02 6.939745922464085788e-03 2.226428214651948040e-02 2.886903472852436758e-02 2.664909711340651688e-02 1.152057757606939417e-02 3.331628995005816996e-02 2.597936308243051218e-02 2.605993410591433621e-02 2.652879707310141361e-02 2.556769075483578558e-03 1.151077080106481694e-02 2.320054000894575252e-02 2.371645223338195510e-02 1.226575511793491155e-02 2.818582017597266384e-02 3.287784582266403688e-03 2.998455092070143393e-02 2.547930908321219962e-02 1.295013904816483090e-02 2.935516125010887920e-02 1.553049801970575287e-02 1.756762078058977938e-02
7.000000000000000000e+00 9.999998628329046513e-01 1.000000000000000000e+00 2.031466484069824219e+00 9.344674214702957116e+00 3.983334075559393117e+00 4.263485634406764646e+00 -7.725470085597575531e-01 5.512712727495587828e+00 4.020334770669014568e-01 1.670932136990211481e+00 -3.120826542299290018e+00 6.009728870069284135e+00 6.965055167346224652e-01 1.106331336004062305e+00 -3.880955237890735265e+00 2.408172152274412614e+00 -2.656297813041024192e+00 -1.307009212609236526e+00 -6.047810896561226279e+00 6.665635076225419731e+00 1.351916761609678996e+00 1.724333920150815658e+00 -3.259497113887646069e+00 2.982145191742898938e+00 -2.079938514528705706e+00 -6.959963342946826614e-01 -5.436753245784253785e+00 3.921412416466989459e+00 -1.343314928675396480e+00 -8.166330304759534808e-01 -5.752567637731693218e+00 4.711477671303519466e-01 -4.543845924556461746e+00 -3.054932410550152078e+00 -7.745575423184136277e+00 3.200000000000000000e+01 3.195801418078565714e-02 6.491766483698326561e-04 2.504698372325156117e-02 3.185892451972404532e-02 1.010456427163302848e-02 4.487807303416243426e-03 9.243952731161792294e-03 3.407077315902121845e-02 2.336279512246122736e-02 6.466182216607934720e-03 1.166793230431169975e-02 2.103098536156997739e-02 2.497840571885100516e-02 2.716955233953942048e-02 2.319398487081757165e-02 2.886923088745710700e-02 5.753218266138480225e-03 1.638038937298919029e-02 3.142086799227472582e-02 1.426000635726256110e-03 2.233573961815206455e-03 2.726654366651920861e-02 2.217047976735438825e-02 6.647608722502928525e-04 1.165205198011579589e-02 1.774271492013892657e-02 1.802063220846037567e-02 3.709500672860835402e-02 3.845687017568528293e-02 3.142422133677742757e-02 4.024590213500349456e-02 1.220603133912186687e-02
