1.000000000000000021e-03 9.999999988643959448e-01 1.000000000000000000e+00 8.089382648468017578e-01 9.893400874360006370e+00 3.321226270536750569e+00 4.423345078519638207e+00 -1.772004687956569624e+00 5.653357750322522080e+00 -8.158074237853446542e-01 5.518886171504333582e-01 -5.541975016581615954e+00 6.938560847073939719e+00 4.099302782743315388e-01 1.568326859344717494e+00 -4.582728953469956679e+00 3.067834490049398788e+00 -3.357596755079096607e+00 -1.934586572486356015e+00 -7.983966780633062754e+00 8.406462800801369539e+00 1.836283736753065332e+00 2.979155394979054794e+00 -3.214198650800122792e+00 4.266088706171701439e+00 -2.201081314837474601e+00 -7.919871409830649966e-01 -6.883854943425223638e+00 5.820614094561196161e+00 -7.060223965179963646e-01 4.933215025039283108e-01 -5.655739472856930128e+00 2.050061616067866854e+00 -4.373376575821843026e+00 -2.908773167164935725e+00 -8.956159065070329106e+00 1.600000000000000000e+01 1.032045937327584831e-02 3.672246037879331459e-02 4.227586596236209901e-03 3.788673354177458236e-02 2.095994497930269394e-03 2.197167224985696263e-02 1.442916057678126154e-02 1.002619587642700379e-02 9.761790339414006673e-03 2.995519742249621795e-02 3.176876473266041639e-02 4.707190227835323509e-03 1.995971444409627357e-02 2.224912327690348537e-02 1.753218365028398271e-02 4.054639140851971219e-02
1.429428571428571493e+00 9.999270719557387110e-01 3.600000000000000000e+01 1.284784626960754395e+01 9.893400884874726131e+00 3.321226281758439924e+00 4.426715187879087132e+00 -1.773366947746569000e+00 5.655948770106284051e+00 -7.681869024107651489e-01 5.107364281176157705e-01 -5.541499575642163222e+00 6.935182563378255338e+00 4.100542997706204673e-01 1.566633122610451734e+00 -4.585998514620950317e+00 3.067714454618099662e+00 -3.282187792062705167e+00 -2.010853014404328398e+00 -7.988051680700162471e+00 8.403879955353847464e+00 1.835521477609651342e+00 2.977589272982275492e+00 -3.217947635834487397e+00 4.267163840788677831e+00 -2.130682230234955288e+00 -8.597633556669616040e-01 -6.886700893383190802e+00 5.818451019201927643e+00 -6.984580857698966527e-01 4.881760179592279369e-01 -5.656210056748340875e+00 2.052420504093334763e+00 -4.261554053668048958e+00 -3.013194265916954162e+00 -8.956159076292024679e+00 1.600000000000000000e+01 4.200157867779161919e-02 3.443851236993917264e-01 5.132921326468559142e-01 7.614407282765911500e-01 7.428362812752101751e-01 -1.044956434076602214e+00 5.746755327603763064e-01 6.140019334257730034e-03 2.798243146754515395e-02 3.359410769784589024e-02 7.026529270109008740e-01 8.820041357487841405e-02 -5.218284816448194308e-01 6.283185307179585344e+00 -5.245004244912898628e-01 -1.073249340855883111e-01
8.172448979591837581e-01 9.999736348070423775e-01 5.000000000000000000e+01 1.821690034866333008e+01 9.893400353202620678e+00 3.321225714338879254e+00 4.423336652177649597e+00 -1.775715664597688814e+00 5.653352595886256715e+00 -8.156625096765909300e-01 5.514070768983588833e-01 -5.546008182233187256e+00 6.938567951277121004e+00 4.099162882765849947e-01 1.568125557743056619e+00 -4.586345368805194944e+00 3.067722236604040642e+00 -3.359085136010028894e+00 -1.933821919212452833e+00 -7.987968970360252996e+00 8.406469277376432458e+00 1.836281343931506882e+00 2.979181109856010146e+00 -3.217600281098643045e+00 4.266420211411913854e+00 -2.200752500743220264e+00 -7.914733238182491970e-01 -6.886878105809453032e+00 5.824634415094785744e+00 -7.021295523666446492e-01 4.962001561553182061e-01 -5.656387430198037691e+00 2.054222425948412756e+00 -4.370458629885856539e+00 -2.904017282490998220e+00 -8.956158508872459123e+00 1.600000000000000000e+01 -5.991017891484741453e-03 3.666820893933713243e-01 1.792773488625742651e-01 4.228270843274582469e-01 6.410390489568910111e-01 -1.399698454346428311e-01 6.218047716889800736e-01 2.806533710696911682e-02 5.356607985675792931e-03 1.577501695745603047e-02 6.481198738306624962e-01 4.190895470142397827e-01 4.513228391658945515e-01 4.792199369345737092e-01 -8.323949819502539371e-03 -6.859085688412981663e-02
1.021306122448979670e+00 9.999693790325845377e-01 5.200000000000000000e+01 1.868975472450256348e+01 9.893400198400005507e+00 3.321225549127971188e+00 4.423337492908558488e+00 -1.775700288737606547e+00 5.653361771487560361e+00 -8.152020939055020232e-01 5.508805490073922506e-01 -5.546162681794131188e+00 6.938558586800402495e+00 4.099201916949020696e-01 1.569699492419201814e+00 -4.584916345400720239e+00 3.067643382490071513e+00 -3.358421428995020275e+00 -1.934557384123990920e+00 -7.988004456718838853e+00 8.406468625520943760e+00 1.836276868807954266e+00 2.979172356264616628e+00 -3.217505910708298167e+00 4.266843818751091533e+00 -2.199631652216696764e+00 -7.918781138875929937e-01 -6.886798702578499132e+00 5.822775788749857462e+00 -7.037651084520625266e-01 4.962481634329414248e-01 -5.656370031416891209e+00 2.053796779961686525e+00 -4.369408806992413297e+00 -2.905128266235346590e+00 -8.956158343661552834e+00 1.600000000000000000e+01 -4.432499733596725194e-02 3.592440150755523143e-01 -3.535845115042902248e-02 4.255409990060318171e-01 6.732904259561591775e-01 -4.815691252775640696e-01 6.080362456980810126e-01 3.804048155236114306e-03 1.846740453199622461e-02 6.252604312414383574e-03 6.748017376504757969e-01 4.144527252651993843e-01 9.364820322056702784e-01 9.834963796075637532e-01 -4.279562651686489444e-02 -8.563926830151685765e-02
1.225367346938775581e+00 9.999697543444904246e-01 6.700000000000000000e+01 2.500599193572998047e+01 9.893400362224117117e+00 3.321225723966941601e+00 4.423342795504644265e+00 -1.775613655561493420e+00 5.653358722585498874e+00 -8.148828493284664409e-01 5.505993461366468500e-01 -5.546139707545433062e+00 6.938560675153919277e+00 4.099263926532697999e-01 1.569622482265778940e+00 -4.584885775128466179e+00 3.067615237590081811e+00 -3.357986489229901395e+00 -1.935033657379977567e+00 -7.988020369947481214e+00 8.406464283473406240e+00 1.836281866271523455e+00 2.979167649559800513e+00 -3.217330181999623839e+00 4.266913119526891229e+00 -2.199184179357847047e+00 -7.920642273574431957e-01 -6.886765732348173685e+00 5.822680476427943397e+00 -7.037434580526256145e-01 4.961644358222264128e-01 -5.656292937717975811e+00 2.053409558045205863e+00 -4.368778865931323807e+00 -2.905852521821146617e+00 -8.956158518500526355e+00 1.600000000000000000e+01 -9.075458879385629729e-02 3.557012549751370489e-01 -2.867108213235831232e-02 4.296548333855980117e-01 6.460211226170541332e-01 -6.589822655950378083e-01 5.978148416084143602e-01 1.151577361350340951e-02 1.290405084447432925e-02 1.822843671784385097e-02 7.440038946894067529e-01 4.113914721394866802e-01 9.157214650891501995e-01 1.108333571546090912e+00 -6.803894254616528470e-02 -1.109651556369170150e-01
6.131836734693878466e-01 9.999765374267137741e-01 8.700000000000000000e+01 3.282346248626708984e+01 9.893400405813624232e+00 3.321225770487227003e+00 4.423336578974890188e+00 -1.775665971487796480e+00 5.653352344187612566e+00 -8.157044516952387525e-01 5.514495884033404627e-01 -5.546019260668864526e+00 6.938568217412256267e+00 4.099161466524537389e-01 1.568021506250313557e+00 -4.586412175809806868e+00 3.067753023638028154e+00 -3.359102552423999022e+00 -1.933784850166494484e+00 -7.987944086885779171e+00 8.406469336142716742e+00 1.836282382172442773e+00 2.979181367448306972e+00 -3.217578131426101162e+00 4.266397008746544373e+00 -2.200764410997344100e+00 -7.914890642763078299e-01 -6.886910774692894144e+00 5.824679465413584722e+00 -7.020885349995013014e-01 4.961237341138406975e-01 -5.656384130177436909e+00 2.054321564470694028e+00 -4.370496169197858549e+00 -2.903975310401635923e+00 -8.956158565020807316e+00 1.600000000000000000e+01 -7.654477501927898359e-03 3.681509526552231293e-01 1.935580903818842069e-01 4.190657235134092051e-01 6.262827106538207955e-01 7.184159578007905285e-03 6.236247237933530974e-01 2.023073797098936741e-02 -3.684581901329515158e-02 3.046201761196126734e-02 6.276745959810272613e-01 4.164959235177317920e-01 4.192024442343492696e-01 4.970884404161342585e-01 4.267739988937959729e-03 -7.009750400625691658e-02
5.510653061224490834e+00 9.999883323111654621e-01 1.000000000000000000e+00 4.859070777893066406e-01 9.893400887741618632e+00 3.321226284818093344e+00 4.423338082254228532e+00 -1.772062110180940619e+00 5.653352781612271727e+00 -8.158168344934104699e-01 5.518937929386988905e-01 -5.542001423967742646e+00 6.938567435708158371e+00 4.099345573831530976e-01 1.568339997211671166e+00 -4.582774964090383207e+00 3.067838575643130117e+00 -3.357601535035727558e+00 -1.934553867686019446e+00 -7.983978617867161454e+00 8.406468177142809139e+00 1.836288523134852468e+00 2.979155075380043538e+00 -3.214252609491758506e+00 4.266099546404185539e+00 -2.201076975378091660e+00 -7.919641592273489739e-01 -6.883865506180736560e+00 5.820638942120593740e+00 -7.060014614501858299e-01 4.933505887886476815e-01 -5.655774304777872352e+00 2.050082725354725799e+00 -4.373365694203285692e+00 -2.908726830254545703e+00 -8.956159079351676766e+00 1.600000000000000000e+01 2.473414920760058991e-02 3.092232593653313974e-02 2.419794780714232610e-02 1.766960797792858917e-02 2.722121782200770737e-02 1.940071988081596213e-02 3.687418155740182502e-02 2.904048457778729900e-02 1.281054751414299276e-03 3.071952526540465758e-02 9.616457487023126818e-03 3.803028979341673260e-03 2.525325252774889701e-02 1.036891977360692753e-02 1.340606351127287665e-03 2.171578545609499991e-02
5.102530612244899011e+00 9.999829389702660221e-01 1.000000000000000000e+00 4.254870414733886719e-01 9.893400888719220632e+00 3.321226285861424099e+00 4.423337816982595427e+00 -1.772041574931340069e+00 5.653352634702190294e+00 -8.158155491133844972e-01 5.518925518203299241e-01 -5.541990729309255848e+00 6.938567642919069023e+00 4.099343865381486207e-01 1.568337499311432071e+00 -4.582759405971271960e+00 3.067836155514151564e+00 -3.357601259492243528e+00 -1.934560409387483970e+00 -7.983973515772158969e+00 8.406468382113615689e+00 1.836288758187814230e+00 2.979155262006968119e+00 -3.214231825719286118e+00 4.266093146747609310e+00 -2.201081622419748474e+00 -7.919723080823803940e-01 -6.883862174218978502e+00 5.820629429460248971e+00 -7.060106544091442338e-01 4.933385982583721741e-01 -5.655767772712424701e+00 2.050075934348552842e+00 -4.373370477492835029e+00 -2.908737014064793236e+00 -8.956159080395003969e+00 1.600000000000000000e+01 2.104073964579662379e-02 3.688117705632872056e-02 5.991758655158767322e-03 1.625491482300833040e-02 1.833239551335942921e-02 3.788080085377489026e-02 2.987115490525380987e-02 2.192689204725307289e-02 1.297159975792865766e-02 1.452294908736051320e-02 2.711972475123274485e-03 3.599023451329307934e-03 3.873203330210633899e-02 1.738188595882681972e-02 2.805800435090028896e-02 8.001963475470445092e-03
5.306591836734694922e+00 9.999858593856780775e-01 2.000000000000000000e+00 9.931182861328125000e-01 9.893400888417339445e+00 3.321226285539244039e+00 4.423337045483527241e+00 -1.772026965530580700e+00 5.653351712223399161e+00 -8.158131423892339695e-01 5.518913681326022003e-01 -5.541981545390978425e+00 6.938568758708094641e+00 4.099356262523819461e-01 1.568334169476937934e+00 -4.582740174026644020e+00 3.067837434835083865e+00 -3.357591228859492016e+00 -1.934578146992741221e+00 -7.983966779449126250e+00 8.406468960302444060e+00 1.836289369097535928e+00 2.979154963316272831e+00 -3.214213786983878496e+00 4.266088228095007651e+00 -2.201080879387428357e+00 -7.919770410641575609e-01 -6.883854113038175626e+00 5.820619014255975721e+00 -7.060191060825932174e-01 4.933283500500162955e-01 -5.655750900425188910e+00 2.050059876554011673e+00 -4.373372668669229135e+00 -2.908766492377595103e+00 -8.956159080072826129e+00 1.600000000000000000e+01 3.166185986864255425e-02 9.207176371888923377e-03 1.914377466620730862e-03 1.042673768854946413e-02 4.844991107067996711e-03 1.688929099199203143e-03 1.191761611861011025e-02 3.912739416888307009e-02 7.996064853262056706e-04 1.207451482702218484e-02 3.150409013657311935e-02 4.753821617688586132e-03 1.500286282060592918e-02 4.697996115516406279e-02 1.749851808705360501e-02 1.840758443221341550e-02
2.050612244897959402e-01 9.999947588399523690e-01 6.600000000000000000e+01 3.220873069763183594e+01 9.893400578739028006e+00 3.321225955039430744e+00 4.423336569497140935e+00 -1.776466175577238626e+00 5.653352017416292341e+00 -8.159623131703582777e-01 5.514155241622806791e-01 -5.546009673099508319e+00 6.938568549614392289e+00 4.099207534267130248e-01 1.568779564271080895e+00 -4.586526746027096202e+00 3.067949167506887065e+00 -3.359167517303416339e+00 -1.933719241286672386e+00 -7.987833179006960549e+00 8.406469340189646644e+00 1.836283505167308316e+00 2.979180279522830155e+00 -3.218417229925204293e+00 4.266459739377586935e+00 -2.200865009331952393e+00 -7.915849330165439790e-01 -6.886985198975756006e+00 5.824750020854889243e+00 -7.020138089524432523e-01 4.968871438137045793e-01 -5.656409670708856474e+00 2.054623332945243686e+00 -4.370517209832290639e+00 -2.903965385757140805e+00 -8.956158749573011946e+00 1.600000000000000000e+01 4.794591935049822250e-03 3.824531543670535716e-01 2.106992109208208896e-01 3.986907208186091789e-01 5.647156798045855908e-01 2.223881291641842950e-01 6.038005092420237752e-01 1.781630344675866687e-02 2.755704089917472566e-02 1.499822846773065516e-02 5.739020976308817357e-01 3.999087716850451280e-01 3.646336247947003506e-01 5.057724132503205183e-01 2.319172383998537035e-02 2.060973235432448925e-01
