2.923749999999999960e-01 9.999998197303747727e-01 1.000000000000000000e+00 2.690768241882324219e-02 -1.494455625312663649e+01 -5.085750503827066282e+00 -5.012243434146536281e+00 4.927403117904646912e+00 -4.928243724146369686e+00 4.982927544714839563e+00 5.034225590507147352e+00 1.502623766211996958e+01 5.000000000000000000e+00 1.824162021467367056e-01 2.387367029702429366e-01 6.083822813640593630e-02 2.145175321123352769e-02 2.015588913367984125e-02
1.000000000000000021e-03 9.999999998957174174e-01 1.000000000000000000e+00 3.021121025085449219e-02 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146534504e+00 4.927375329357479572e+00 -4.928243724146369686e+00 4.982923425614101731e+00 5.034257498155056965e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.176305532523454905e-01 1.197492464315793176e-01 1.306209547294962837e-02 1.905245339045944994e-02 2.541044270509649761e-01
4.262500000000000316e-02 9.999998559797955711e-01 1.000000000000000000e+00 3.207445144653320312e-02 -1.494455625312663827e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927392073180259402e+00 -4.928243724146369686e+00 4.982925582123801433e+00 5.034238597822575656e+00 1.502623766211997491e+01 5.000000000000000000e+00 9.348902254411585455e-02 1.895824671074891332e-01 1.762645457546088423e-01 1.005992031628155647e-03 6.325674816045688542e-02
2.091250000000000053e-01 9.999996009706223488e-01 1.000000000000000000e+00 7.225012779235839844e-02 -1.494455625312664004e+01 -5.085750503827066282e+00 -5.012243434146534504e+00 4.927386932272463937e+00 -4.928243724146370575e+00 4.982925234636354617e+00 5.034244086217823266e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.405853484050562374e-01 1.300414294810791349e-01 1.306794730188149678e-01 2.122829630966374670e-02 1.010642200671809793e-01
3.340000000000000191e-01 9.999998918088903732e-01 1.000000000000000000e+00 6.659626960754394531e-02 -1.494455625312664182e+01 -5.085750503827066282e+00 -5.012243434146536281e+00 4.927391157385999421e+00 -4.928243724146368798e+00 4.982925673766224861e+00 5.034239421974415762e+00 1.502623766211996958e+01 5.000000000000000000e+00 3.095373354395839285e-02 1.947605451145904831e-01 9.117340429486466002e-02 1.107451524359901462e-01 9.596605772872349172e-02
2.507500000000000284e-01 9.999997191673363206e-01 1.000000000000000000e+00 7.100963592529296875e-02 -1.494455625312663827e+01 -5.085750503827067170e+00 -5.012243434146536281e+00 4.927390399628566620e+00 -4.928243724146369686e+00 4.982925788209596085e+00 5.034240065288476451e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.137628993218973289e-01 3.309906643097960954e-02 8.877404766527431657e-02 2.098347575490588646e-01 7.812800004422440492e-02
8.425000000000000544e-02 9.999996219761975169e-01 1.000000000000000000e+00 3.047156333923339844e-02 -1.494455625312663827e+01 -5.085750503827065394e+00 -5.012243434146535392e+00 4.927391441501324465e+00 -4.928243724146369686e+00 4.982925850985511218e+00 5.034238960639802585e+00 1.502623766211997136e+01 5.000000000000000000e+00 7.154683508722355090e-02 3.249816438031196547e-02 1.868183218679080049e-01 2.041201376250919575e-01 2.861531663776335083e-02
1.675000000000000100e-01 9.999995030045892852e-01 1.000000000000000000e+00 3.136730194091796875e-02 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927385647239029609e+00 -4.928243724146369686e+00 4.982924152640628712e+00 5.034246453246980835e+00 1.502623766211997314e+01 5.000000000000000000e+00 7.836946922957795103e-02 3.901527487410347966e-02 1.789214911042180667e-01 7.855557952959909759e-03 2.194369824374394207e-01
1.258750000000000147e-01 9.999994912394239988e-01 1.000000000000000000e+00 2.709937095642089844e-02 -1.494455625312663472e+01 -5.085750503827066282e+00 -5.012243434146536281e+00 4.927388168720217010e+00 -4.928243724146369686e+00 4.982925126624600409e+00 5.034242957781822625e+00 1.502623766211997136e+01 5.000000000000000000e+00 9.737554874393897220e-02 4.934482071293762317e-02 1.869975232826944292e-02 2.105286474966507337e-01 1.476500063165021304e-01
5.837499999999999911e-01 9.999999974877685771e-01 1.000000000000000000e+00 7.465314865112304688e-02 -1.494455625312664182e+01 -5.085750503827067170e+00 -5.012243434146534504e+00 4.927392070258144408e+00 -4.928243724146369686e+00 4.982925885800807642e+00 5.034238297067688883e+00 1.502623766211997491e+01 5.000000000000000000e+00 1.171094820823440075e-01 1.148656240445468379e-01 1.907930535247840675e-01 6.178211387091507578e-02 3.905090039324467938e-02
8.335000000000000187e-01 9.999999999643820470e-01 2.000000000000000000e+00 1.358950138092041016e-01 -1.494455625312663649e+01 -5.085750503827064506e+00 -5.012243434146535392e+00 4.927397651691598490e+00 -4.928243724146369686e+00 4.982926537880063123e+00 5.034232063554978431e+00 1.502623766211996958e+01 5.000000000000000000e+00 9.273417966610697505e-02 1.339521280966791128e-01 5.602440113066308597e-02 2.226850378225344873e-01 1.819715775546982411e-02
5.421250000000000790e-01 9.999999950563001061e-01 1.000000000000000000e+00 7.657670974731445312e-02 -1.494455625312664182e+01 -5.085750503827066282e+00 -5.012243434146536281e+00 4.927393270993846386e+00 -4.928243724146369686e+00 4.982925818339373869e+00 5.034237163793418901e+00 1.502623766211997314e+01 5.000000000000000000e+00 1.670931111410038595e-03 1.794609309800552499e-01 1.578247058882958562e-02 2.303051576168563541e-01 9.637857733917756797e-02
4.172500000000000098e-01 9.999999658945479819e-01 1.000000000000000000e+00 7.519221305847167969e-02 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146534504e+00 4.927389778333352233e+00 -4.928243724146370575e+00 4.982925428928382416e+00 5.034241045864900954e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.322772467785067185e-01 3.249398565623562440e-02 1.195752010070062626e-01 1.449235092599913954e-01 9.432889835888220997e-02
4.588750000000000329e-01 9.999999817182914086e-01 1.000000000000000000e+00 8.010816574096679688e-02 -1.494455625312663472e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927386388225318825e+00 -4.928243724146369686e+00 4.982925096923383812e+00 5.034244767977933854e+00 1.502623766211996958e+01 5.000000000000000000e+00 9.150302537436334760e-02 9.890626598619017829e-02 1.203946073345507767e-01 8.779067759048438113e-02 1.250041086455498107e-01
6.253750000000000142e-01 9.999999987384531330e-01 1.000000000000000000e+00 7.223105430603027344e-02 -1.494455625312664182e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927387239068828251e+00 -4.928243724146369686e+00 4.982924894604059851e+00 5.034244119453749278e+00 1.502623766211997314e+01 5.000000000000000000e+00 1.374022676948240818e-01 5.737683394226763406e-02 3.411754691910971738e-05 1.717738980381007807e-01 1.570097450913418569e-01
9.167500000000000648e-01 9.999999999917977833e-01 6.000000000000000000e+00 3.254594802856445312e-01 -1.494455625312663649e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927387682786994461e+00 -4.928243724146370575e+00 4.982925307798923065e+00 5.034243262540722519e+00 1.502623766211996958e+01 5.000000000000000000e+00 8.992542204523588933e-02 1.020448209336938389e-01 1.113005313744761804e-01 1.107005898726592663e-01 1.092059392070628826e-01
7.502500000000000835e-01 9.999999998485893382e-01 1.000000000000000000e+00 3.071856498718261719e-02 -1.494455625312663472e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927386515838696468e+00 -4.928243724146369686e+00 4.982925185086945596e+00 5.034244552200997092e+00 1.502623766211996603e+01 5.000000000000000000e+00 1.396650512388643850e-01 9.714451228520315507e-02 1.516781058456710858e-02 1.357199302405734942e-01 1.359014712490907162e-01
7.918749999999999956e-01 9.999999999263693429e-01 2.000000000000000000e+00 9.049534797668457031e-02 -1.494455625312663827e+01 -5.085750503827065394e+00 -5.012243434146535392e+00 4.927385373283744485e+00 -4.928243724146368798e+00 4.982925148007649518e+00 5.034245731835243376e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.040525002656499387e-01 1.303763992643102165e-01 3.102090670930722060e-03 1.400713036711697945e-01 1.460346279153361126e-01
5.005000000000000560e-01 9.999999904117370386e-01 1.000000000000000000e+00 7.726621627807617188e-02 -1.494455625312664182e+01 -5.085750503827066282e+00 -5.012243434146536281e+00 4.927384558547208471e+00 -4.928243724146369686e+00 4.982924497857794677e+00 5.034247196721638673e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.041497645916427683e-01 7.996995850665843120e-02 1.590496730633547406e-01 2.446352241183745793e-02 1.559650418965368435e-01
7.086250000000000604e-01 9.999999996906439037e-01 1.000000000000000000e+00 7.033348083496093750e-02 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146534504e+00 4.927388602649962479e+00 -4.928243724146370575e+00 4.982925051307796949e+00 5.034242599168878840e+00 1.502623766211996958e+01 5.000000000000000000e+00 1.237239649212422271e-01 4.046797555421025733e-02 4.713974136054911723e-02 1.737312096402657546e-01 1.385292170512140986e-01
8.751250000000000417e-01 9.999999999828729225e-01 2.000000000000000000e+00 1.366546154022216797e-01 -1.494455625312664004e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927385176002911038e+00 -4.928243724146369686e+00 4.982924928890743566e+00 5.034246148232986329e+00 1.502623766211996958e+01 5.000000000000000000e+00 1.356483443503100073e-01 1.280294402694774625e-01 1.264998557889688569e-01 1.261577322291320032e-02 1.205800944821894538e-01
6.670000000000000373e-01 9.999999993725525727e-01 1.000000000000000000e+00 7.681226730346679688e-02 -1.494455625312664182e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927391005546831515e+00 -4.928243724146370575e+00 4.982926591271262140e+00 5.034238656308543725e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.446534405224612074e-01 8.979713182834971399e-03 6.736930900973353564e-02 2.556099344676776575e-01 4.697518994084590171e-02
3.756250000000000422e-01 9.999999381345437977e-01 1.000000000000000000e+00 7.556056976318359375e-02 -1.494455625312663827e+01 -5.085750503827065394e+00 -5.012243434146534504e+00 4.927390477733110785e+00 -4.928243724146369686e+00 4.982925920359734029e+00 5.034239855033793454e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.440959480008297544e-01 9.566372735650022219e-02 1.488448053778166635e-01 7.720952283848693531e-02 5.778459622482268881e-02
2.125000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 3.382086753845214844e-02 -1.494455625312663827e+01 -5.085750503827067170e+00 -5.012243434146535392e+00 4.927390438143183005e+00 -4.928243724146367910e+00 4.982925636240426392e+00 5.034240178743027982e+00 1.502623766211997136e+01 5.000000000000000000e+00 7.947277250623999145e-02 7.581288053525689352e-02 1.524215099041723309e-01 1.493299214715301249e-01 6.656169118109943328e-02
1.375000000000000000e+00 9.999999999999977796e-01 1.000000000000000000e+00 7.495427131652832031e-02 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927384864527130759e+00 -4.928243724146370575e+00 4.982925217693111364e+00 5.034246170906397033e+00 1.502623766211996958e+01 5.000000000000000000e+00 5.769144782806913396e-02 1.143602657404433343e-01 9.527608181763062845e-02 1.090860008303874557e-01 1.469347145989146897e-01
9.583750000000000879e-01 9.999999999960881292e-01 4.000000000000000000e+00 2.447454929351806641e-01 -1.494455625312663649e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927391251987279119e+00 -4.928243724146369686e+00 4.982929199262410513e+00 5.034235801876945970e+00 1.502623766211997136e+01 5.000000000000000000e+00 2.920800743144404410e-01 4.483762856372527222e-02 9.103788299670007023e-02 7.503818772875801846e-02 2.092231839041528915e-02
1.750000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 2.492461204528808594e-01 -1.494455625312663827e+01 -5.085750503827067170e+00 -5.012243434146536281e+00 4.927395576879500361e+00 -4.928243724146370575e+00 4.982925701634346893e+00 5.034234974612790126e+00 1.502623766211997314e+01 5.000000000000000000e+00 3.116942154078449975e-02 1.551677286566204850e-01 2.255179065498574276e-01 7.562410489303539318e-02 2.612673517064179399e-02
1.000000000000000000e+00 9.999999999981431520e-01 4.000000000000000000e+00 2.486858367919921875e-01 -1.494455625312663827e+01 -5.085750503827065394e+00 -5.012243434146534504e+00 4.927370204397116815e+00 -4.928243724146368798e+00 4.982925827456458734e+00 5.034260221273062719e+00 1.502623766211997314e+01 5.000000000000000000e+00 2.680229587247869808e-04 1.428503271080965309e-01 1.137740856753537838e-02 7.333308491197136625e-02 2.968120818194558419e-01
1.000000000000000000e+00 9.999999999981420418e-01 6.000000000000000000e+00 3.605730533599853516e-01 -1.494455625312663827e+01 -5.085750503827066282e+00 -5.012243434146535392e+00 4.927387611019898195e+00 -4.928243724146369686e+00 4.982925126971148089e+00 5.034243515135589320e+00 1.502623766211997136e+01 5.000000000000000000e+00 1.353813766110306960e-01 7.617390362611545229e-02 1.244617544345136967e-01 7.732388089251433783e-02 1.102521521965132284e-01
