1.000000000000000021e-03 9.999999999536921536e-01 1.000000000000000000e+00 9.660120010375976562e-01 2.341903325393116742e+00 -2.027056731161329395e-01 1.180299282033618669e+00 -1.337124875556028547e+00 1.305893558848458369e+00 -1.212068746758657944e+00 2.700727412248130066e-01 -2.220704777348166292e+00 2.259377729593014639e+00 -2.806838950722114201e-01 1.115393992927444122e+00 -1.397482806515977005e+00 1.241557371068603421e+00 -1.271857584094618021e+00 2.228030408004672835e-01 -2.263427102010404202e+00 2.322925683701555943e+00 -2.174236010936245189e-01 1.177688398729716868e+00 -1.335476038817029476e+00 1.303717990924038395e+00 -1.209984609578792947e+00 2.843667610041730187e-01 -2.202151041638130025e+00 2.302850812759539956e+00 -2.329510972159630766e-01 1.175660152318610763e+00 -1.332956933032162672e+00 1.301832637326964415e+00 -1.207322608030920730e+00 2.999741701648675485e-01 -2.181996258940183342e+00 1.500000000000000000e+01 1.652833430222973993e-02 2.033636883374202037e-02 4.232302805290168168e-02 2.454690712067289938e-03 1.842979914710712527e-02 7.216445122016310401e-03 6.774973343525421757e-03 3.395490499561049091e-02 4.349317719887757505e-02 4.532525292389124466e-02 1.049010443511322679e-02 1.512893016779289813e-02 2.467019044738568909e-02 2.581896167829256933e-02 1.214350938512377080e-03
8.425000000000000544e-02 9.999996636380631410e-01 1.000000000000000000e+00 6.722047328948974609e-01 2.341903326422862364e+00 -2.027057266947212000e-01 1.180299279906446674e+00 -1.337125833806633857e+00 1.305893610229196034e+00 -1.212069388658577163e+00 2.700735471752698791e-01 -2.220705330547653844e+00 2.259377733584428949e+00 -2.806839599711014044e-01 1.115393990301215998e+00 -1.397483717210363796e+00 1.241557371401238896e+00 -1.271858205881936765e+00 2.228043560296172620e-01 -2.263427187914942795e+00 2.322925685033462528e+00 -2.174236597809900140e-01 1.177688561915410270e+00 -1.335476873465922587e+00 1.303718341607483566e+00 -1.209984967788795496e+00 2.843677648688422432e-01 -2.202151430851597702e+00 2.302851218970318747e+00 -2.329507729852837161e-01 1.175660293005110102e+00 -1.332957737141097443e+00 1.301833131856052095e+00 -1.207322758105026317e+00 2.999755984361666128e-01 -2.181996259938480343e+00 1.500000000000000000e+01 6.421777551099287773e-03 3.255539621418875734e-02 2.135202457012243607e-02 1.969525778337136851e-02 2.483008724341768947e-02 3.040717953329685405e-02 7.778134143528118993e-03 2.868090114192144158e-02 2.045009548819511080e-02 2.697761144618048348e-02 6.055619677289605408e-03 2.919081915287405696e-02 3.123664005640621258e-02 2.205831748770430839e-02 6.469403869383559373e-03
1.675000000000000100e-01 9.999986455294533894e-01 1.000000000000000000e+00 5.728914737701416016e-01 2.341903326146470565e+00 -2.027057468631769388e-01 1.180299279955174807e+00 -1.337125483824185057e+00 1.305893631007213562e+00 -1.212069114648827384e+00 2.700731926766992141e-01 -2.220705156311763684e+00 2.259377733028516744e+00 -2.806839747576463928e-01 1.115394004444783205e+00 -1.397483372976458194e+00 1.241557393666109288e+00 -1.271857958969904834e+00 2.228038261733699121e-01 -2.263427170798833377e+00 2.322925684664471913e+00 -2.174236808456609937e-01 1.177688500523172754e+00 -1.335476573876495543e+00 1.303718240710546539e+00 -1.209984814626401839e+00 2.843673676814584272e-01 -2.202151287057989570e+00 2.302851111208641388e+00 -2.329508935934057612e-01 1.175660259956296194e+00 -1.332957429414823869e+00 1.301832994422974732e+00 -1.207322670929964703e+00 2.999750429015066722e-01 -2.181996259671867833e+00 1.500000000000000000e+01 2.602396076251504986e-02 2.732982537983397534e-02 1.114567104606451788e-02 1.560610676829097751e-02 1.952574787754984137e-02 2.073906523845445854e-02 1.072481982845932200e-02 1.724481659651807414e-02 2.832818715028408846e-02 1.425673337160385593e-02 9.567737687469346844e-03 3.005425399468078865e-02 2.433296310411531618e-02 2.837174836094600791e-02 3.090762819219359733e-02
4.262500000000000316e-02 9.999999149167169143e-01 1.000000000000000000e+00 8.747413158416748047e-01 2.341903326377084316e+00 -2.027057404349927316e-01 1.180299279762166309e+00 -1.337125737973330564e+00 1.305893624079234483e+00 -1.212069410599476482e+00 2.700729831341980858e-01 -2.220705722651485914e+00 2.259377733641906083e+00 -2.806839773651760850e-01 1.115394005532524435e+00 -1.397483582272530001e+00 1.241557249017901876e+00 -1.271858333532983831e+00 2.228040423911490098e-01 -2.263427323120053902e+00 2.322925684966572923e+00 -2.174236850464070225e-01 1.177688731902116093e+00 -1.335476651300850470e+00 1.303718546843886328e+00 -1.209984839156582392e+00 2.843676314320096599e-01 -2.202151398251794845e+00 2.302851483707399449e+00 -2.329505379645074314e-01 1.175660504128947625e+00 -1.332957448009281176e+00 1.301833166806500186e+00 -1.207322776858417601e+00 2.999754307088242644e-01 -2.181996259894555035e+00 1.500000000000000000e+01 1.706741565059019874e-02 1.260552585694121527e-02 1.746867227463077404e-02 1.755981493378989261e-02 9.167450047505465438e-03 4.104839192493680428e-02 6.652025110098964446e-03 4.133676928734270062e-02 5.713560231845797241e-03 2.870164711086857848e-02 1.425399214466210179e-02 3.547718885113681359e-02 1.259291295048954248e-02 1.893688095704123414e-02 3.557699630104937949e-02
1.258750000000000147e-01 9.999992410504739970e-01 1.000000000000000000e+00 7.255523204803466797e-01 2.341903326325862622e+00 -2.027057291171167341e-01 1.180299279994472927e+00 -1.337125448202232780e+00 1.305893612866611875e+00 -1.212069044318151434e+00 2.700731913183649358e-01 -2.220705088648738723e+00 2.259377733318348014e+00 -2.806839541498877821e-01 1.115393989042504863e+00 -1.397483367161109324e+00 1.241557377193649891e+00 -1.271857894944446565e+00 2.228037776758804989e-01 -2.263427149407316818e+00 2.322925684902857224e+00 -2.174236624390466777e-01 1.177688466808395340e+00 -1.335476575324901827e+00 1.303718181785924912e+00 -1.209984783709089129e+00 2.843673211513895738e-01 -2.202151267148095837e+00 2.302851092114114095e+00 -2.329508972980404435e-01 1.175660234465135012e+00 -1.332957438796471772e+00 1.301832951673589589e+00 -1.207322637950343003e+00 2.999749778227280839e-01 -2.181996259844841468e+00 1.500000000000000000e+01 1.097132836651766238e-02 3.101000672090054033e-02 1.978306406800676640e-02 2.860890927809943765e-02 3.034631779220814396e-02 1.939978286746589856e-02 2.451641959722546463e-02 2.402381219462380868e-02 1.965830189852514273e-02 5.540987390830518812e-03 3.082093907758589463e-02 1.505826691386711116e-02 1.035943073029397567e-02 3.357618479609202761e-02 1.048551366673683601e-02
3.340000000000000191e-01 9.999945378766686988e-01 8.000000000000000000e+00 3.373961687088012695e+00 2.341903326416247655e+00 -2.027057457710536859e-01 1.180299279595319550e+00 -1.337125482755339823e+00 1.305893629311404069e+00 -1.212069320140651829e+00 2.700734228336061915e-01 -2.220705093769767213e+00 2.259377733885108430e+00 -2.806839750839087988e-01 1.115394008080462740e+00 -1.397483364245155402e+00 1.241557501331253421e+00 -1.271858056991770347e+00 2.228040667107504813e-01 -2.263427102799650648e+00 2.322925685033034426e+00 -2.174236890648056919e-01 1.177688432056502643e+00 -1.335476671364414170e+00 1.303718240769397463e+00 -1.209985052887218027e+00 2.843675467327663187e-01 -2.202151283304393470e+00 2.302851051127116744e+00 -2.329509604608676065e-01 1.175660233111382791e+00 -1.332957479739008244e+00 1.301833031043962974e+00 -1.207322872082946530e+00 2.999752223561163444e-01 -2.181996259933479454e+00 1.500000000000000000e+01 1.251214821361011122e-02 3.717803962906731773e-03 3.791228111348999424e-02 8.436027444772360023e-03 4.692968338318860566e-02 3.669160890935089375e-02 4.059517806289746761e-02 2.779818345708698346e-02 6.277408173733173627e-03 8.582680852683755718e-03 -9.639496855674119452e-04 5.254757188585632878e-03 1.353657938019806918e-02 7.144349428002532212e-03 2.950112982350397428e-02
2.091250000000000053e-01 9.999978787445183981e-01 7.000000000000000000e+00 3.707582950592041016e+00 2.341903326395224472e+00 -2.027057466081010617e-01 1.180299279608512331e+00 -1.337125876294921190e+00 1.305893630187838772e+00 -1.212069928587317547e+00 2.700742346170605934e-01 -2.220705275488977559e+00 2.259377733834943225e+00 -2.806839744304581719e-01 1.115394025747682649e+00 -1.397483751257886597e+00 1.241557332362705823e+00 -1.271858824732820414e+00 2.228049146952867376e-01 -2.263427244864213872e+00 2.322925685010069241e+00 -2.174236958403999165e-01 1.177688586471049126e+00 -1.335476953080724005e+00 1.303718247074644454e+00 -1.209985671491105919e+00 2.843683606050850798e-01 -2.202151479016370317e+00 2.302851238033587489e+00 -2.329507858093676498e-01 1.175660413834919371e+00 -1.332957743712963827e+00 1.301833250605259451e+00 -1.207323277887805801e+00 2.999762299324950088e-01 -2.181996259912932778e+00 1.500000000000000000e+01 8.324925137187879493e-03 1.217879064330712642e-02 2.659567817468487180e-02 1.143836793937234864e-02 1.358254385537014525e-02 4.745284968756714045e-02 4.443058470120200311e-03 3.615805717142177994e-02 1.314960432875455186e-02 8.185578565719706101e-03 7.699512331614240777e-03 2.732629521861180879e-03 4.212877972171157059e-02 4.205506903864876522e-03 3.246978514834437946e-02
2.923749999999999960e-01 9.999982468207919695e-01 7.100000000000000000e+01 3.000070428848266602e+01 2.341903326292339216e+00 -2.027056774773995651e-01 1.180299281500854169e+00 -1.337349554520529615e+00 1.305893560836655531e+00 -1.212277170417574546e+00 2.704171588226900735e-01 -2.220789526538758274e+00 2.259377731901053288e+00 -2.806840137623250464e-01 1.115394698956043706e+00 -1.397708252566078446e+00 1.241529897874646293e+00 -1.272089750137179287e+00 2.232055306116686455e-01 -2.263454566434710102e+00 2.322925685185718514e+00 -2.174236712111073111e-01 1.177718886337664861e+00 -1.335675696121296774e+00 1.303742409067669028e+00 -1.210167131095901238e+00 2.846204495446827409e-01 -2.202331479221436350e+00 2.302911548006456144e+00 -2.328919169562999603e-01 1.175691278846590082e+00 -1.333157336045444730e+00 1.302010692292240313e+00 -1.207347983106265454e+00 3.004078493618841383e-01 -2.181996259826549434e+00 1.500000000000000000e+01 4.047095963367509236e-02 6.029000098806508445e-01 -7.036363336150340542e-03 -3.810729162285582394e-02 3.651551202990284406e-02 1.045395503359487499e+00 2.494531547293166174e-02 2.177628057928981953e-03 5.785185347171198922e-01 1.004873266322651032e-01 8.291599538093313848e-02 9.007820614301281781e-02 6.744224861202237076e-01 2.677846321817951500e-02 1.758510123048775964e-02
3.756250000000000422e-01 9.999970414339370839e-01 7.700000000000000000e+01 2.959852933883666992e+01 2.341903321145369254e+00 -2.026305150795813526e-01 1.180300452048790083e+00 -1.337331362676406510e+00 1.305818400202670926e+00 -1.212271597113010912e+00 2.702875209067458484e-01 -2.220895982425270088e+00 2.259376559249851368e+00 -2.806099158977267694e-01 1.115395682831425761e+00 -1.397691196071129127e+00 1.241404427988310744e+00 -1.272133664237779405e+00 2.231399844055720061e-01 -2.263497868020477810e+00 2.322925679504604268e+00 -2.173456793371666973e-01 1.177800574215043916e+00 -1.335579878318254865e+00 1.303691109854433705e+00 -1.210134715392730875e+00 2.845849020861023759e-01 -2.202346482786463611e+00 2.302959428381983642e+00 -2.327666396063266807e-01 1.175737087659635582e+00 -1.333097035794893470e+00 1.301945779779849710e+00 -1.207330010384942254e+00 3.003878866877729981e-01 -2.181996253806003150e+00 1.500000000000000000e+01 2.419925619662198490e-02 9.042042271197717751e-01 2.732022959643072221e-02 4.525850812740223744e-02 -8.043246352091834583e-02 1.168598924366534897e+00 1.738400367693583581e-02 1.206078333588855855e-02 1.664473895747670129e-01 2.297208463811714618e-01 2.131634653899918963e-01 1.936796891965444356e-01 5.918661156018045766e-01 1.154897965502044849e-02 -1.794501706602666391e-02
2.507500000000000284e-01 9.999986982605487684e-01 5.800000000000000000e+01 2.543902945518493652e+01 2.341903324156262123e+00 -2.026754304697622189e-01 1.180299759053076158e+00 -1.337323977405052045e+00 1.305863314414077214e+00 -1.212272230840249820e+00 2.703187919710042797e-01 -2.220855702561082001e+00 2.259377253520762352e+00 -2.806538173506936129e-01 1.115395260920388099e+00 -1.397683666273919600e+00 1.241431710064955896e+00 -1.272150598518561049e+00 2.231192873162979318e-01 -2.263510006769132055e+00 2.322925683036237032e+00 -2.173919815118072751e-01 1.177794778648850960e+00 -1.335577920699359655e+00 1.303711756698913149e+00 -1.210161239794047328e+00 2.846081689431354533e-01 -2.202314549240373953e+00 2.302969897957326317e+00 -2.328035975381739786e-01 1.175749078784873003e+00 -1.333077952130428345e+00 1.301961868220503415e+00 -1.207361155193457325e+00 3.003801500234941635e-01 -2.181996257434060560e+00 1.500000000000000000e+01 2.167818497743661046e-02 6.687325278457211253e-01 -1.053594054805624333e-02 -1.320450959007863842e-02 3.149893314076052109e-02 1.116845182462994801e+00 1.554941114314427331e-02 7.393819854417196802e-02 1.996767304147339106e-01 1.135284135689884066e-01 2.721214770829228913e-01 8.900699792728140880e-02 5.707837899600929354e-01 2.500576047930401502e-02 -6.307872763679997670e-03
